24811|Stenten|P
24340|Altenhof|H
24161|Altenholz|H
24634|Arpsdorf|H
24358|Ascheffel|H
24613|Aukrug|H
24806|Bargstall|H
24793|Bargstedt|H
24360|Barkelsby|H
25557|Beldorf|H
25767|Grünental|H
25557|Bendorf|H
25557|Keller|H
25575|Beringstedt|H
24819|Grotenknöll|H
24582|Bissee|H
24241|Blumenthal|H
24220|Böhnhusen|H
24802|Bokel|H
24582|Bordesholm|H
24589|Borgdorf-Seedorf|H
24794|Borgstedt|H
25557|Bornholt|H
25725|Bornholt|H
24796|Bovenau|H
24793|Brammer|H
24796|Bredenbek|H
24797|Breiholz|H
24811|Brekendorf|H
24811|Brekendorf|P
24816|Brinjahe|H
24816|Freudenberg|H
24398|Brodersby|H
24582|Brügge|H
24782|Büdelsdorf|H
24781|Büdelsdorf|G
24794|Bünsdorf|H
24799|Christiansholm|H
24229|Dänischenhagen|H
24589|Dätgen|H
24361|Damendorf|H
24351|Damp|H
24398|Büßholz|H
24398|Kniepenberg|H
24398|Dörphof|H
24340|Eckernförde|H
24331|Eckernförde|P
24332|Eckernförde|P
24333|Eckernförde|P
24334|Eckernförde|P
24340|Louisenberg|H
24647|Ehndorf|H
24589|Eisendorf|H
24589|Ellerdorf|H
24800|Elsdorf-Westermühlen|H
24819|Embühren|H
24802|Emkendorf|H
24242|Felde|H
24244|Felm|H
24214|Langenhorst|H
24161|Rathmannsdorf|H
24357|Fleckeby|H
24355|Fleckeby|P
24220|Flintbek|H
24787|Fockbek|H
24787|Ahrenstedt|H
24785|Fockbek|P
24799|Friedrichsgraben|H
24799|Friedrichsholm|H
24340|Gammelby|H
24354|Pukholt|H
24360|Rögen, Gut|H
24214|Gettorf|H
24212|Gettorf|P
24622|Gnutz|H
25557|Gokels|H
24594|Grauel|H
24241|Grevenkrug|H
24582|Groß Buchwald|H
24802|Groß Vollstedt|H
24361|Groß Wittensee|H
24357|Güby|H
24819|Haale|H
24361|Haby|H
24363|Ropahl|H
24805|Hamdorf|H
24816|Hamweddel|H
25557|Hanerau-Hademarschen|H
24790|Haßmoor|H
24594|Heinkenborstel|H
24797|Hörsten|H
24816|Luhnvie|H
24582|Hoffeld|H
24594|Hohenwestedt|H
24590|Hohenwestedt|P
24591|Hohenwestedt|P
24806|Hohn|H
24363|Holtsee|H
24361|Lehmsiek|H
24361|Holzbunge|H
24361|Sande|H
24364|Holzdorf|H
24354|Bösby|H
